"contactID","timestamp","customerID","cuJob","cuPhone","q1OverallSat","q2AgentFriendliness","q3UnderstandingIssues","q4Timeliness","q5Variety","q6Resolution","q7Pricing"
"PH10-9088-ynax-56380655","1973-06-12 12:45:04","CU10-35024-13755-48972-1317","Land/geomatics surveyor","584-966-0175x23417",6,2,9,10,3,7,3
"PH10-50836-xalz-20803815","2014-10-18 17:11:02","CU10-66682-88531-90753-9968","Product designer","(133)355-3544x066",8,8,8,7,8,5,10
"PH10-1789-11100-44742-5129","2003-03-19 11:17:51","CU10-29280-56833-74068-3666","Hospital pharmacist","602.434.0597x0994",9,3,10,6,3,6,10
"PH10-86884-66495-63050-2242","2006-01-22 14:53:04","CU10-65688-93433-82118-5880","Geophysicist/field seismologist","1-701-282-9486x95240",6,10,8,1,10,10,2
"PH10-72866-khnt-76332867","1968-12-20 03:42:17","CU10-11383-qmbr-56157903","Environmental consultant","406.715.4805",9,9,10,10,10,5,10
"PH10-16916-vnos-70030668","1930-12-19 05:36:32","CU10-20164-zhaw-21406584","Designer, blown glass/stained glass","234-838-5189x0579",9,10,9,10,8,9,2
"PH10-97842-77297-62814-1726","1968-03-11 04:22:45","CU10-98653-81341-45038-779","Nature conservation officer","870.962.9025",8,7,10,10,5,6,10
"PH10-1236-wspu-60012527","2013-05-22 12:25:19","CU10-33814-65028-66022-9718","Chiropractor","(443)018-1268",8,3,9,1,9,6,2
"PH10-89292-16925-92052-2270","1945-10-06 08:17:06","CU10-14867-uvqp-56036767","Podiatrist","(865)477-2956",8,9,9,10,3,9,1
"PH10-18282-bzvd-1174904","1978-05-27 10:11:47","CU10-11502-qtdm-6604483","Psychologist, educational","1-696-275-7925x35937",8,1,9,6,10,6,2
"PH10-7344-thdx-60272984","1989-12-30 08:43:14","CU10-73812-94229-84944-1260","Technical author","(684)402-0627x9534",7,9,8,10,9,7,10
"PH10-93758-65095-8384-6271","1972-07-01 06:23:10","CU10-58486-34271-83642-2742","Exercise physiologist","332.562.4830x07951",9,1,9,6,2,6,9
"PH10-30738-nlxa-50277825","1991-05-06 22:47:41","CU10-7169-qemj-69831023","Sound technician, broadcasting/film/video","1-716-246-8027x18937",9,9,10,10,3,7,6
"PH10-37237-18523-78298-6567","1926-04-16 20:04:18","CU10-44294-rwjq-97788477","Commercial/residential surveyor","289-587-7174x4685",9,10,9,1,10,5,9
"PH10-83399-19381-81884-5041","1928-07-04 10:53:53","CU10-70677-jtdg-94696257","Make","+60(3)1954282717",8,3,10,10,3,8,10
"PH10-48603-42241-26234-3568","1948-02-08 00:28:03","CU10-1256-78359-8489-1512","Set designer","510.231.0180",8,1,8,6,9,7,9
"PH10-73436-nrzy-22653117","1988-05-31 12:07:23","CU10-72534-ugjd-31566056","Art gallery manager","138.818.1493",10,10,10,8,10,10,10
"PH10-4481-22040-92184-1136","1956-08-16 22:24:32","CU10-53916-43700-30282-7157","Paramedic","(056)523-5931",9,10,8,7,3,9,4
"PH10-72173-fkgu-15835696","2013-07-25 13:54:57","CU10-17144-89923-77856-1608","Microbiologist","(870)675-1737x80184",8,4,10,10,3,6,7
"PH10-82196-12279-24203-3533","1956-09-20 09:27:46","CU10-8750-82026-49607-4080","Seismic interpreter","(487)143-2547",3,1,9,1,3,9,10
"PH10-27153-fxwt-18995507","1984-05-08 18:54:29","CU10-13654-29964-59471-8485","Licensed conveyancer","+23(8)3892203505",7,3,8,5,9,9,7
"PH10-63602-86429-61561-7969","1959-10-28 12:24:02","CU10-69645-6056-30941-4184","Systems developer","152.554.6386x400",9,9,4,5,9,10,2
"PH10-74972-42181-94224-7837","1969-01-22 08:10:26","CU10-38957-mrgj-55650328","Museum/gallery conservator","144-207-3014x9551",9,3,10,10,3,10,10
"PH10-38358-ndys-12300451","1974-12-27 12:10:28","CU10-15468-26631-63682-6957","Commercial horticulturist","(980)870-4906",8,1,10,6,5,5,10
"PH10-23284-88924-64790-8132","2008-03-24 23:36:17","CU10-97350-37410-83615-5066","Engineer, production","(237)008-7755",9,10,9,1,8,8,2
"PH10-93656-xoig-36679366","2016-02-13 18:32:41","CU10-31116-94632-425-5407","Writer","1-757-119-2650x36897",2,9,5,1,3,10,9
"PH10-60516-87523-61592-559","1963-12-18 03:52:20","CU10-84894-jexo-50412522","Personnel officer","1-937-721-7971x363",9,2,10,1,9,10,10
"PH10-47960-vbqj-3893238","1954-10-07 22:42:53","CU10-95470-rhwb-54836837","Systems analyst","827.349.9947",9,2,7,1,6,5,9
"PH10-61901-kpbv-4351737","1967-12-16 18:53:41","CU10-62765-rshy-2492744","Barrister","1-835-983-8362x788",6,1,2,1,3,10,2
"PH10-11055-78642-9959-266","1933-05-22 01:22:11","CU10-16875-azfn-45104927","Armed forces technical officer","1-854-353-4111x2687",9,2,10,10,3,9,2
"PH10-49285-78574-55930-9632","1966-10-13 23:57:18","CU10-51537-cskd-37780042","Podiatrist","529-823-4416x388",8,1,9,10,8,7,4
"PH10-18545-2116-42576-900","1994-07-19 03:33:26","CU10-25244-46083-4407-7600","Journalist, newspaper","1-699-827-8837",8,10,10,10,4,7,2
"PH10-64269-adwp-87052765","1946-09-08 00:47:13","CU10-14435-bxmr-10424802","Manufacturing systems engineer","637-419-4682",8,1,8,6,8,5,2
"PH10-53475-nqtx-6780828","2018-03-26 01:13:42","CU10-29157-vylj-5471282","Scientist, research (medical)","1-496-848-7212x906",8,10,10,1,9,5,10
"PH10-94006-ensg-25961142","1948-04-11 18:35:56","CU10-64831-cpwm-63133698","Teacher, special educational needs","915.657.1510",9,2,8,10,8,7,10
"PH10-98984-qhfc-84503139","1922-06-22 11:26:15","CU10-3381-63602-34413-3179","Musician","863-565-0424",8,3,6,10,8,9,2
"PH10-41927-lvmt-34125707","1932-06-25 18:58:10","CU10-46496-ksxe-22553439","Primary school teacher","101.092.1322",9,1,9,6,9,5,10
"PH10-710-60466-73265-8744","1989-12-04 11:11:07","CU10-56333-39288-80522-4390","Learning mentor","020-737-8859",8,5,9,6,9,9,10
"PH10-61184-63609-91603-577","2006-04-20 20:04:56","CU10-12796-5764-49433-1350","Quantity surveyor","+48(1)3878140466",9,9,10,6,3,10,9
"PH10-30203-glwa-79611928","1942-08-28 06:04:00","CU10-76475-31178-75200-8467","Proofreader","779.074.2983x601",4,9,10,1,3,7,2
"PH10-16792-wkef-41124205","2004-11-12 16:00:21","CU10-6032-58721-50800-8866","Geographical information systems officer","1-739-414-8904x29172",9,3,10,10,10,5,9
"PH10-76627-49078-18020-4399","1973-01-19 20:53:28","CU10-42649-16614-86703-5832","Press sub","+11(7)1196773676",10,3,9,6,9,9,10
"PH10-50611-lroi-96604056","1995-04-12 04:37:51","CU10-9825-aevr-3341434","Buyer, retail","164.183.1267x13407",9,1,10,10,10,6,9
"PH10-22417-49355-39818-2748","1984-05-27 09:31:09","CU10-30277-2981-86392-7340","Corporate treasurer","1-446-975-8592",10,9,9,8,6,6,9
"PH10-81751-28576-89346-8498","2001-05-23 23:52:26","CU10-98105-lzmx-68613392","Systems developer","1-278-120-1101x25872",9,9,8,10,5,7,6
"PH10-67384-ewcl-15894500","2000-07-22 01:09:27","CU10-36969-ehat-19056248","Passenger transport manager","02602597975",4,3,9,6,10,5,2
"PH10-3807-ncjp-88993263","1963-09-08 17:57:44","CU10-64072-zwxt-34008729","Financial adviser","1-488-134-0102",8,2,8,1,9,9,9
"PH10-64143-6410-87186-3313","1999-05-02 04:32:28","CU10-84588-invr-53308475","Civil Service administrator","(023)166-9224x09089",9,3,9,10,8,5,2
"PH10-72631-395-75508-6464","2018-07-11 02:54:54","CU10-25215-26499-11776-4229","Heritage manager","361.724.4775",8,4,8,1,3,10,2
"PH10-53867-wapb-60397772","1992-10-03 01:42:46","CU10-88625-nmik-40151590","Probation officer","642-387-7493",8,6,9,7,5,9,10
"PH10-14289-36764-46444-3217","1926-10-03 10:51:27","CU10-5245-26864-3287-168","Marketing executive","1-716-384-6556",9,3,9,8,3,5,4
"PH10-87201-16087-55502-3200","1956-01-01 22:16:54","CU10-8977-bhmt-28596033","Education administrator","1-011-479-9340",9,10,2,8,3,2,4
"PH10-17001-56194-9636-8752","1923-03-10 12:34:40","CU10-77321-69036-75044-7576","Biomedical engineer","(537)235-4197",5,1,10,8,9,9,9
"PH10-3609-54959-69013-3788","1967-05-16 00:49:30","CU10-85402-76571-71362-8165","Tourist information centre manager","04316738366",8,3,8,1,3,9,2
"PH10-38697-70870-54254-5153","1987-12-02 00:29:32","CU10-8274-chis-53143807","Tax adviser","152.519.1425",6,2,10,1,3,6,9
"PH10-41931-zgla-77178118","1942-09-02 13:38:17","CU10-27829-27459-60336-6372","Quality manager","942-940-7519x2883",9,1,4,6,1,9,2
"PH10-50471-ukbg-23095463","2008-04-05 17:06:33","CU10-41141-nxzh-5929653","Geologist, engineering","309-525-2252x50610",9,2,9,1,8,6,10
"PH10-2570-fzmc-72074493","1976-04-27 13:36:59","CU10-10450-58573-82421-1283","Teacher, primary school","104.555.3866",10,1,9,1,9,5,10
"PH10-41554-32092-26858-2122","1976-03-11 14:41:16","CU10-96096-45702-61038-2284","Exercise physiologist","1-240-960-0012x666",9,10,10,10,3,9,9
"PH10-51915-lxag-3961282","1943-11-21 11:24:22","CU10-70816-rzmy-75846705","Politician's assistant","1-063-384-8157",9,10,10,10,8,5,9
"PH10-93104-ydoj-93490503","1973-05-30 04:28:20","CU10-68494-dahj-3856391","Learning disability nurse","030.579.2113x04202",10,3,8,1,3,7,9
"PH10-92874-gyjp-91090954","1935-06-14 19:54:31","CU10-86147-32503-20185-2297","Hotel manager","(247)852-1997",7,3,8,5,8,9,1
"PH10-67818-sgav-15932719","1960-06-25 10:33:04","CU10-91602-lram-74750288","Statistician","433-068-3200x83975",8,2,1,10,9,7,4
"PH10-45227-44291-37843-4957","2009-12-14 23:48:38","CU10-45397-34769-81802-7540","Dietitian","140.192.4657x1343",9,9,10,10,3,10,5
"PH10-21527-81993-24592-183","1945-05-08 19:49:01","CU10-41458-sthg-21030991","Scientist, forensic","592.302.4743",9,10,9,10,10,10,2
"PH10-36370-19578-27393-5428","1956-10-01 16:31:22","CU10-29841-bpfz-44003611","Community arts worker","09853984236",8,3,4,6,5,6,10
"PH10-22249-lxfn-52368164","1946-04-05 19:39:33","CU10-9755-gisl-53215734","Advice worker","09750198494",9,10,8,9,3,10,9
"PH10-48884-oitn-69649725","1972-10-22 11:25:17","CU10-49330-1602-80712-3628","Theatre director","1-151-377-8058x28052",10,3,10,9,9,5,10
"PH10-16837-htic-93897918","2013-05-30 17:41:38","CU10-35331-edwh-98398717","Aeronautical engineer","03852055479",8,3,10,1,3,9,9
"PH10-53596-31841-45147-1126","1966-12-08 18:52:54","CU10-74533-88245-21207-8707","English as a second language teacher","591.222.7898x23626",9,2,8,10,9,9,2
"PH10-45691-76942-47103-4794","1981-11-17 20:16:09","CU10-72869-ogkr-79832599","Consulting civil engineer","016.856.4006",8,9,10,10,10,10,7
"PH10-83676-nrdg-37128101","1977-09-11 11:02:10","CU10-3697-hsub-99094514","Paramedic","533.843.1260x9407",8,7,5,1,3,9,5
"PH10-42842-xhqp-50708947","1983-10-12 20:11:43","CU10-48112-hygj-28162830","Psychotherapist, child","878.245.6349x571",9,2,9,5,9,4,10
"PH10-20094-79427-92649-1062","1955-01-04 10:49:58","CU10-42412-92885-58169-5324","Newspaper journalist","02014794869",9,9,8,6,8,7,2
"PH10-92688-73461-40615-9441","1952-08-19 03:14:05","CU10-82251-xkch-70547571","Building services engineer","337.758.3091x4449",8,3,1,5,9,10,7
"PH10-91385-87675-65940-5252","2004-10-28 05:49:00","CU10-37972-7924-50850-5628","Lecturer, higher education","1-660-458-6296x543",8,9,10,6,4,6,9
"PH10-51210-zfad-21374797","1953-03-09 13:08:55","CU10-21620-7852-36038-730","Risk analyst","(032)196-1233",9,2,8,10,6,7,9
"PH10-19487-injr-53774336","1949-11-10 21:46:00","CU10-33690-qebd-62532868","Advertising copywriter","09651703679",5,7,9,1,8,9,3
"PH10-93272-98017-73952-6792","1982-07-23 17:52:24","CU10-34035-mnve-69272944","Therapeutic radiographer","851.219.1049x72720",8,10,5,2,3,5,9
"PH10-1804-44068-11680-5058","2016-01-04 06:58:06","CU10-94445-19487-19267-8152","Multimedia programmer","481-631-2778x586",9,10,8,10,8,10,10
"PH10-79950-giye-55415607","2012-01-13 20:07:17","CU10-68865-87851-89367-4325","Higher education lecturer","529-436-1905x5762",8,2,8,6,8,5,8
"PH10-53372-golr-34856066","1995-12-17 00:54:40","CU10-44762-80604-59717-7253","Multimedia programmer","839.981.1584x94931",8,3,2,10,3,9,10
"PH10-73416-72251-73980-2918","2008-12-12 20:25:10","CU10-63716-27048-37397-6458","Fish farm manager","961.198.7102x8613",3,1,9,10,2,10,10
"PH10-12920-14916-19534-891","1976-11-25 21:44:32","CU10-24804-92825-21390-4758","Probation officer","529-085-4992x2049",8,9,9,6,9,10,7
"PH10-95295-10415-95730-9550","1948-11-26 16:09:50","CU10-84562-reaz-61909124","Pensions consultant","1-796-159-8427x8856",9,10,9,1,3,5,7
"PH10-64360-53760-28822-1978","1997-01-12 03:04:10","CU10-89578-knex-86499870","Contractor","852-605-7508",6,1,9,6,8,9,2
"PH10-18984-zrle-11538244","1999-03-04 19:39:10","CU10-15971-96756-13756-9577","TEFL teacher","879.681.4444",8,1,10,9,4,7,10
"PH10-16660-wgqs-70687763","1981-02-02 00:23:38","CU10-39284-qrtd-71690337","Engineer, drilling","794-752-8948x496",8,9,9,10,8,6,9
"PH10-21873-capb-85706618","1954-10-22 22:25:22","CU10-15065-39958-79675-1208","Structural engineer","196.117.6804",8,10,8,10,8,10,10
"PH10-5996-zlve-79972260","1943-11-20 22:41:48","CU10-80300-88250-73676-9257","Software engineer","730.930.2949",8,3,9,10,8,9,10
"PH10-46830-lybx-90599198","2011-09-21 20:57:55","CU10-74471-38606-29602-3701","Restaurant manager","416.755.3326",6,3,5,1,10,4,2
"PH10-60940-tmei-93952939","1949-11-13 08:49:02","CU10-99296-97361-9598-7984","Product designer","741-781-5598",9,9,9,2,9,4,9
"PH10-36439-xnkg-40475461","2003-10-20 17:32:25","CU10-79341-bjvf-78501119","Recruitment consultant","1-168-130-5124",8,1,9,10,10,6,9
"PH10-3067-56905-17245-7159","1998-05-12 13:58:28","CU10-85028-25363-26296-739","Materials engineer","(028)937-6393x40546",8,10,4,7,1,6,2
"PH10-52076-muta-78647631","1969-11-06 13:15:29","CU10-27602-83798-97569-7087","Human resources officer","1-917-413-0741x660",6,1,8,9,10,5,4
"PH10-58135-42846-28954-8492","1953-07-20 10:01:20","CU10-77286-dfnm-25561911","Stage manager","06438754906",6,2,8,10,10,10,10
"PH10-25880-68073-34262-3996","1943-01-11 21:03:25","CU10-4480-xgyb-12677440","Chartered certified accountant","909.073.1876",8,2,9,10,9,9,9
"PH10-46520-48897-83090-8361","1972-01-06 20:27:46","CU10-93210-53773-67340-6540","Adult guidance worker","523.320.6149x74013",9,9,10,10,8,7,10
"PH10-54405-jfok-28232413","2007-05-16 09:35:13","CU10-13053-oemh-54054563","Jewellery designer","(905)626-6797",9,5,9,10,3,6,9
"PH10-95784-pgqd-29293750","1987-01-20 08:47:48","CU10-14354-15751-37445-2723","Restaurant manager","(080)244-3316",7,2,10,10,6,7,9
"PH10-94491-90282-46475-1608","1985-05-05 01:02:51","CU10-69264-jasx-22455711","Theme park manager","1-964-028-6165x81106",9,8,8,1,4,6,10
"PH10-79429-urdc-91035501","1973-06-26 10:03:31","CU10-15710-zgml-9793199","Horticultural consultant","1-313-691-6707",9,6,7,7,3,6,9
"PH10-82988-61103-75424-8030","1986-09-18 04:32:17","CU10-60398-ahgn-11821116","Field trials officer","04675390940",9,9,8,1,3,6,2
"PH10-40913-80918-93089-2834","1930-05-20 03:04:35","CU10-55892-71292-19340-6679","Librarian, public","(157)975-7670",8,3,10,7,8,7,2
"PH10-13732-ytkn-68533213","2006-11-07 18:56:38","CU10-82988-53137-7724-7851","Health physicist","(898)179-0922x05325",8,6,7,8,10,5,2
"PH10-73812-58480-50695-9532","1982-01-26 15:56:03","CU10-20204-ivlf-18131482","Runner, broadcasting/film/video","176-269-9993x351",8,3,9,1,9,6,9
"PH10-18995-97389-63057-4097","1942-01-25 21:52:59","CU10-56073-iupk-64862450","Multimedia programmer","317-128-4473x7068",9,9,6,6,3,7,10
"PH10-2155-xpzh-88103528","1940-05-26 18:58:54","CU10-97036-ciym-38519110","Production manager","09780600178",4,9,8,10,10,9,5
"PH10-16811-71209-21063-2304","2009-05-11 12:53:19","CU10-89013-45810-52162-1464","Product designer","100-906-8643x0145",9,1,3,9,10,5,4
"PH10-80916-9800-33026-9092","2005-01-29 05:37:01","CU10-48916-eqdh-38138115","Soil scientist","(349)077-2566x0891",3,3,8,10,8,10,9
"PH10-48196-deon-41684508","1932-01-07 11:06:53","CU10-43609-jkhf-49767613","Osteopath","261-103-3933x2101",9,7,8,10,10,9,9
"PH10-36125-65610-22846-6286","1991-02-16 18:49:19","CU10-10559-73082-88317-4588","Financial adviser","869.084.6146x6735",8,7,10,6,8,6,10
"PH10-5323-jcxh-41679246","1948-10-01 21:00:15","CU10-23525-18115-92043-2386","Education officer, community","882-781-9235",7,10,8,9,9,9,9
"PH10-13434-qoge-6033916","1941-04-24 16:58:39","CU10-574-2384-62617-9756","Speech and language therapist","393.147.7680",8,4,8,2,10,9,9
"PH10-29755-96609-48017-1132","2003-01-25 23:34:34","CU10-68929-39961-20543-4724","Surveyor, mining","021-733-2809",8,3,6,6,10,7,10
"PH10-71011-24533-77738-7227","1964-06-04 13:19:56","CU10-44653-88397-74296-5950","Biomedical scientist","(765)819-2179",7,1,9,6,10,7,10
"PH10-44822-42432-7460-628","1982-02-15 15:46:23","CU10-51127-34327-30388-6201","Commercial art gallery manager","888.369.2790",9,3,10,10,9,6,10
"PH10-75050-5556-28175-6023","1946-08-03 03:44:28","CU10-93460-ctxw-80496569","Sales professional, IT","1-337-612-7235x024",8,10,4,10,1,9,9
"PH10-63444-atys-87195892","1939-03-10 21:29:24","CU10-71228-zgjo-15685885","Regulatory affairs officer","655-054-4638x38754",9,2,9,6,4,9,9
"PH10-60798-80837-38479-2251","1986-02-11 09:03:29","CU10-46717-83830-4621-1501","Technical author","(810)020-1445",2,7,4,1,3,7,2
"PH10-46799-sxkd-56140574","1983-11-28 06:38:48","CU10-6250-uljm-6824265","Associate Professor","686.263.0043x95029",7,3,9,8,3,9,10
"PH10-56871-ytrh-76581546","1967-05-05 20:12:29","CU10-7152-pkae-95231287","Volunteer coordinator","(952)532-5406x0084",2,9,2,5,8,5,8
"PH10-98248-12219-94697-1440","1981-07-18 05:38:34","CU10-5645-18072-90870-9814","Waste management officer","(754)998-7115x7958",9,1,10,10,10,6,4
"PH10-2936-lkyd-51091911","2015-07-06 05:20:38","CU10-11597-64377-87634-5047","Tour manager","+42(2)2182130778",8,9,10,1,3,7,10
"PH10-89300-qtxk-84672860","1953-12-02 11:49:43","CU10-37026-58106-189-3279","Financial manager","05213725538",7,3,10,10,9,10,1
"PH10-72865-11873-60163-8376","1971-06-20 18:19:26","CU10-64495-bysh-63476273","Artist","(160)705-1000x136",8,10,9,10,3,7,2
"PH10-2698-oeyu-95972187","2018-02-27 06:56:11","CU10-60869-44823-84290-4509","Clinical research associate","(104)872-6966",9,2,8,7,4,7,2
"PH10-40168-sdbu-26367279","1992-09-17 18:18:07","CU10-46464-5731-552-8782","Astronomer","197-899-1640x19805",8,2,10,9,3,6,2
"PH10-99040-24734-51743-6252","1931-12-25 04:24:59","CU10-6591-ysxd-39330554","Garment/textile technologist","(461)509-4666x46671",9,2,9,10,10,10,2
"PH10-14795-6585-80376-7702","1994-09-12 18:23:53","CU10-6864-11928-30065-2860","Broadcast presenter","133-048-7159x159",3,9,9,1,9,10,9
"PH10-55197-95757-86585-1691","1934-11-16 16:37:31","CU10-78694-uceo-62225448","Public relations officer","533.232.2734",9,2,9,6,9,7,2
"PH10-93100-bguc-59189263","1970-01-28 08:53:36","CU10-51412-wqtm-3950168","Insurance risk surveyor","1-827-077-0455x4919",8,1,10,1,3,5,9
"PH10-92409-89049-49154-8002","1956-10-24 05:03:10","CU10-16982-rgcm-36874950","Pathologist","00951092769",9,9,5,6,3,5,2
"PH10-66135-nuvp-3966765","1964-07-24 18:50:55","CU10-54543-koai-31667633","Social research officer, government","891-412-2905",8,2,10,6,9,6,9
"PH10-90623-guvp-87113821","1923-12-02 15:08:22","CU10-2029-1202-24687-7015","Database administrator","1-711-990-4929x762",9,10,9,10,8,6,9
"PH10-58473-ftvi-48727302","1991-04-14 00:42:35","CU10-78591-ojuz-79756466","Research scientist (life sciences)","187.745.2451x39137",2,10,10,9,10,5,10
"PH10-62648-vbnz-17763727","1980-07-12 11:49:42","CU10-30626-27127-96306-1086","Water quality scientist","350.590.8807x658",6,3,10,6,8,10,9
"PH10-3902-53118-96216-3731","1942-07-27 07:47:11","CU10-41829-55278-17959-2953","Designer, blown glass/stained glass","308-874-8013x1976",6,9,10,1,10,10,9
"PH10-17513-bqpa-84309522","1969-04-15 22:13:21","CU10-87778-zqpr-77371543","Hospital pharmacist","860.262.8079",9,1,9,6,10,7,6
"PH10-7163-zmdl-3004607","1958-08-14 04:00:36","CU10-8816-cekb-1558765","Forensic scientist","06693746624",5,10,9,1,8,9,10
"PH10-52166-vdui-22436463","1935-06-25 11:22:58","CU10-67823-dhox-73981758","Engineer, chemical","1-123-360-8118x7440",9,8,10,1,8,5,6
"PH10-42716-2566-43648-7593","1968-06-30 18:02:42","CU10-48906-rbhe-86572152","Location manager","086-518-7973x41723",8,10,8,9,3,6,2
"PH10-32446-81608-15985-5431","1998-03-12 05:35:35","CU10-53204-pqai-98521864","Adult nurse","+57(2)1121059134",9,9,9,10,9,6,5
"PH10-60956-nzyp-62980327","1943-07-09 14:56:57","CU10-62642-41995-64018-9429","Toxicologist","520-225-5009",9,9,8,10,9,5,9
"PH10-61261-tdwx-15774559","1941-12-03 09:05:41","CU10-2668-19612-13559-8391","Amenity horticulturist","463.780.6483x5889",7,1,10,6,8,7,9
"PH10-63707-99147-37124-9979","1996-10-13 07:00:53","CU10-75557-hdlg-62002303","Surveyor, building","516.464.6785",3,9,8,6,3,6,10
"PH10-63307-49303-39279-424","2010-03-22 13:43:23","CU10-16346-74039-62326-555","Research scientist (maths)","733.262.4537x1115",2,3,9,10,5,6,5
"PH10-61673-mfht-84408142","2003-11-25 08:00:57","CU10-80162-dtoz-13115233","Geophysicist/field seismologist","011-780-9350x9319",8,1,9,9,8,6,2
"PH10-54767-35880-63972-5756","2008-12-18 11:52:17","CU10-59736-ysrw-60925410","Medical sales representative","511-055-6442x6850",6,1,2,4,3,6,3
"PH10-39010-958-27259-2151","1985-02-26 09:01:16","CU10-81360-dwkn-42222447","Production assistant, radio","08314505422",9,1,8,10,10,7,2
"PH10-9236-itmk-89197214","1971-02-12 11:05:46","CU10-54672-ncvj-58306349","Media planner","06141277079",7,10,9,6,9,7,10
"PH10-83357-28180-78267-4730","2011-01-09 14:55:52","CU10-64802-74391-4646-5300","Risk manager","621-986-3486x6235",9,9,8,10,10,7,10
"PH10-58712-fmot-47419568","1957-03-21 08:50:03","CU10-61137-34867-85329-846","Television production assistant","260-356-4643x30725",2,5,2,10,4,5,10
"PH10-75170-40350-13863-2489","1997-09-22 02:19:45","CU10-58696-27845-77556-2422","Legal executive","635-601-1989x9869",10,9,2,10,3,10,2
"PH10-90160-24369-59468-420","1960-01-19 21:55:18","CU10-67464-ejrc-42375633","Television camera operator","08794044899",8,9,9,1,3,6,10
"PH10-94130-21852-94059-1295","1931-05-24 10:48:50","CU10-67269-58182-56091-1303","Geophysical data processor","03319874847",3,3,8,1,9,10,4
"PH10-7486-ineu-95533389","1926-07-20 16:00:58","CU10-53263-54544-40010-8252","Editor, film/video","485.059.3788x318",8,10,8,9,1,6,8
"PH10-53182-78005-35722-1190","1969-03-14 15:53:40","CU10-99330-35036-26725-6046","Engineer, water","728.518.8354x5759",4,1,8,8,3,9,4
"PH10-84218-feik-8193599","1958-08-18 14:01:38","CU10-97492-oulp-66939808","Psychotherapist, dance movement","1-346-748-8962x4948",8,1,10,10,6,10,10
"PH10-32284-pbjd-59968150","1926-04-26 03:10:49","CU10-14650-aofe-34584396","Database administrator","(145)598-3724",9,1,9,2,3,9,1
"PH10-46604-65871-97494-9689","1945-11-18 21:50:40","CU10-91286-prsq-64281936","Professor Emeritus","+21(8)0030366540",9,1,10,1,3,5,9
"PH10-29036-30809-8132-5963","1985-07-28 18:36:44","CU10-35742-dhns-30173514","Forensic scientist","1-873-015-8729x6757",8,2,10,10,8,10,9
"PH10-11229-cxrs-31624860","1999-03-25 00:36:10","CU10-38619-dsqp-12448044","Conservator, furniture","(335)650-2074",9,1,4,7,3,8,9
"PH10-38596-63711-56164-5642","2008-07-10 19:59:41","CU10-96965-47152-14006-6411","Nurse, mental health","1-325-117-2507x161",9,3,8,10,10,10,10
"PH10-58345-18470-20441-8114","2018-07-01 12:19:47","CU10-15254-aptc-23208666","Conference centre manager","1-819-363-1253x507",8,1,7,6,3,9,10
"PH10-51440-15318-12663-5660","1956-03-05 12:40:07","CU10-89760-bcaq-63803280","General practice doctor","03468540338",8,10,10,10,8,9,10
"PH10-40038-54075-79483-904","1995-05-20 02:45:24","CU10-90717-50340-35573-9546","Make","(370)318-2415x144",7,7,10,6,7,8,2
"PH10-51927-23211-32537-3232","1970-05-14 20:21:17","CU10-81609-11611-72420-2721","Metallurgist","(414)878-6530x862",6,10,6,1,10,6,2
"PH10-22588-hkqe-606159","1989-02-19 21:03:50","CU10-3051-xeiv-86969703","Higher education careers adviser","+46(6)9732062589",9,3,10,1,4,5,4
"PH10-92132-45926-70618-8952","2014-07-01 12:10:32","CU10-19782-31003-64690-1677","Careers information officer","1-775-274-8061",4,3,10,10,10,6,9
"PH10-83349-26964-34573-9669","1976-01-29 17:02:41","CU10-22233-53945-1937-973","Tourist information centre manager","(951)377-1035x213",9,9,8,10,3,5,2
"PH10-85568-qivx-39724821","2000-11-12 08:49:05","CU10-66145-35185-99098-7136","Special educational needs teacher","1-433-976-2952",9,3,10,8,3,6,2
"PH10-15356-1641-73707-4459","1922-03-01 21:29:21","CU10-18422-yljs-30093275","Buyer, industrial","361.224.5315",9,1,10,9,3,6,10
"PH10-45774-19377-80577-2275","1931-01-25 03:25:47","CU10-79035-myub-74556661","Financial manager","(532)844-6639",8,1,3,1,8,10,9
"PH10-53331-sdte-35501711","1981-12-03 08:11:05","CU10-59076-idfo-8413834","Financial adviser","+86(9)5944232824",8,1,5,2,9,5,2
"PH10-69636-csnx-74382751","1938-12-16 19:09:52","CU10-77997-bxyz-73430364","Marketing executive","159-753-3159",7,3,3,10,8,10,2
"PH10-74901-35992-87717-9535","2002-08-16 12:43:18","CU10-61539-43819-58310-977","Trade union research officer","+11(5)4449616192",8,2,8,6,8,7,10
"PH10-42784-kcyh-92643437","2007-11-23 02:39:04","CU10-79680-21399-12823-403","Teacher, special educational needs","1-039-813-5157x773",9,2,5,8,3,7,1
"PH10-636-ewry-58088315","1968-02-01 04:36:30","CU10-21503-pkfj-38742896","Engineer, chemical","(210)226-8954x8806",7,7,5,7,8,6,9
"PH10-8336-ivfd-59006606","1964-06-14 18:15:20","CU10-10908-20272-65812-875","Petroleum engineer","+39(7)9221356040",8,2,4,3,9,5,2
"PH10-85732-rujl-7549194","1971-03-26 08:44:41","CU10-71061-yjkw-6842492","Diagnostic radiographer","728.713.8988x72792",2,3,9,10,8,6,6
"PH10-59939-14977-77859-2936","1922-11-24 12:33:17","CU10-71839-78375-14131-1620","Insurance risk surveyor","02340970506",7,5,8,10,3,5,9
